CustomerID,Max of Transaction_Date,Recency,Frequency,Monetary,R Score,F Score,M Score
16992,12/14/2019,17,2,30.903,9,0,0
16995,1/30/2019,335,1,17.53,0,0,0
16996,7/13/2019,171,6,314.103,3,1,1
16997,12/19/2019,12,8,546.646,9,1,2
17001,10/17/2019,75,32,1465.263,6,6,4
17007,7/12/2019,172,13,1098.14,3,3,3
17017,6/1/2019,213,75,6188.891,2,8,8
17018,9/14/2019,108,6,598.073,5,1,2
17019,8/27/2019,126,90,7290.54,5,9,9
17025,1/14/2019,351,5,1098.799,0,1,3
17026,2/20/2019,314,3,138.78,0,0,0
17027,11/1/2019,60,43,3326.846,7,7,7
17033,6/7/2019,207,8,312.239,2,1,1
17035,12/7/2019,24,18,1457.998,8,4,4
17041,5/24/2019,221,18,564.462,2,4,2
17044,6/12/2019,202,3,43.673,2,0,0
17048,10/5/2019,87,16,1127.494,6,3,3
17059,2/18/2019,316,117,7991.648,0,9,9
17062,11/22/2019,39,71,5365.148,8,8,8
17064,9/7/2019,115,23,2833.451,5,5,6
17068,11/29/2019,32,69,6028.176,8,8,8
17069,7/14/2019,170,30,2160.78,3,6,5
17071,12/15/2019,16,17,1159.419,9,4,4
17075,10/31/2019,61,18,311.726,7,4,1
17076,4/23/2019,252,7,1015.651,1,1,3
17082,10/27/2019,65,24,366.224,7,5,1
17085,7/6/2019,178,86,5017.633,3,9,8
17090,7/8/2019,176,2,84.69,3,0,0
17091,10/23/2019,69,53,2537.465,7,7,6
17094,10/27/2019,65,15,1635.834,7,3,5
17095,8/22/2019,131,17,637.38,5,4,2
17097,9/23/2019,99,63,5389.82,6,8,8
17105,12/30/2019,1,38,4518.213,9,6,8
17114,8/8/2019,145,29,2375.032,4,5,6
17118,10/30/2019,62,10,1722.14,7,2,5
17126,5/5/2019,240,63,6031.118,2,8,8
17128,8/9/2019,144,14,898.202,4,3,3
17135,1/31/2019,334,9,1339.465,0,2,4
17146,6/15/2019,199,16,1571.561,3,3,4
17147,12/4/2019,27,18,691.099,8,4,2
17158,5/29/2019,216,25,1889.782,2,5,5
17179,5/17/2019,228,20,1750.446,2,4,5
17180,11/16/2019,45,55,5535.086,7,8,8
17181,1/7/2019,358,2,327.01,0,0,1
17188,11/20/2019,41,37,3117.707,7,6,7
17189,6/12/2019,202,38,3384.076,2,6,7
17191,3/16/2019,290,72,6666.527,1,8,8
17194,5/25/2019,220,28,1286.648,2,5,4
17198,4/17/2019,258,77,8622.815,1,8,9
17204,7/6/2019,178,3,347,3,0,1
17211,7/12/2019,172,75,4306.732,3,8,7
17213,11/11/2019,50,53,3372.291,7,7,7
17214,12/19/2019,12,27,1575.619,9,5,4
17218,8/11/2019,142,119,6453.809,4,9,8
17220,11/28/2019,33,69,7079.518,8,8,9
17223,12/14/2019,17,49,7388.197,9,7,9
17226,12/22/2019,9,21,2164.192,9,4,5
17227,3/5/2019,301,10,247.58,0,2,1
17228,12/6/2019,25,48,3682.347,8,7,7
17230,12/12/2019,19,60,5479.381,9,8,8
17231,9/26/2019,96,85,5639.888,6,9,8
17235,1/23/2019,342,10,1801.468,0,2,5
17236,10/23/2019,69,33,2242.536,7,6,6
17238,10/4/2019,88,86,8790.844,6,9,9
17239,11/27/2019,34,16,2446.172,8,3,6
17243,10/5/2019,87,64,5373.038,6,8,8
17251,5/3/2019,242,39,1740.254,2,6,5
17256,12/1/2019,30,12,852.143,8,2,3
17259,3/11/2019,295,87,4953.736,1,9,8
17262,4/5/2019,270,2,9.411,1,0,0
17277,10/3/2019,89,52,3898.235,6,7,7
17284,8/5/2019,148,131,5826.674,4,9,8
17287,3/21/2019,285,22,1693.5,1,5,5
17288,9/11/2019,111,12,1205.94,5,2,4
17291,12/24/2019,7,1,121.3,9,0,0
17293,12/27/2019,4,25,2030.181,9,5,5
17303,5/16/2019,229,53,2471.234,2,7,6
17306,11/3/2019,58,9,136.761,7,2,0
17307,4/19/2019,256,1,19.19,1,0,0
17311,11/7/2019,54,24,3577.99,7,5,7
17314,12/4/2019,27,26,3005.819,8,5,6
17315,12/26/2019,5,85,7214.411,9,9,9
17320,3/18/2019,288,22,1401.772,1,5,4
17324,8/22/2019,131,17,1358.243,5,4,4
17329,11/21/2019,40,16,2448.15,7,3,6
17334,12/20/2019,11,10,1385.447,9,2,4
17337,12/15/2019,16,260,31950.043,9,9,9
17338,8/24/2019,129,122,6277.858,5,9,8
17339,4/18/2019,257,4,22.4,1,1,0
17340,7/11/2019,173,137,9670.869,3,9,9
17341,4/3/2019,272,161,10424.799,1,9,9
17343,7/5/2019,179,17,991.406,3,4,3
17346,6/5/2019,209,47,2976.292,2,7,6
17356,12/5/2019,26,19,1791.511,8,4,5
17358,7/3/2019,181,42,4560.957,3,7,8
17362,12/16/2019,15,12,766.564,9,2,2
17364,9/30/2019,92,52,1625.606,6,7,5
17365,8/18/2019,135,79,3876.26,4,8,7
17368,10/27/2019,65,42,2584.309,7,7,6
17371,5/19/2019,226,8,1126.66,2,1,3
17372,11/3/2019,58,95,7812.946,7,9,9
17373,11/28/2019,33,17,1886.762,8,4,5
17375,12/3/2019,28,43,3629.085,8,7,7
17376,12/9/2019,22,13,414.353,8,3,1
17377,6/29/2019,185,45,3741.998,3,7,7
17381,12/22/2019,9,19,2546.596,9,4,6
17389,12/3/2019,28,17,2518.518,8,4,6
17392,12/28/2019,3,62,6666.556,9,8,8
17396,1/31/2019,334,3,22.47,0,0,0
17400,7/13/2019,171,37,6330.245,3,6,8
17402,9/2/2019,120,27,1767.11,5,5,5
17404,11/17/2019,44,48,4200.329,7,7,7
17406,8/28/2019,125,116,6002.191,5,9,8
17411,4/13/2019,262,2,146.335,1,0,0
17412,6/22/2019,192,21,1649.325,3,4,5
17418,9/27/2019,95,12,961.067,6,2,3
17419,9/20/2019,102,37,1767.793,5,6,5
17420,1/2/2019,363,7,544.02,0,1,2
17428,8/17/2019,136,50,2045.097,4,7,5
17430,4/15/2019,260,5,1229.5,1,1,4
17431,11/25/2019,36,43,6224.472,8,7,8
17442,4/19/2019,256,1,197.505,1,0,1
17446,12/13/2019,18,5,821.593,9,1,3
17449,6/5/2019,209,73,6097.464,2,8,8
17450,8/17/2019,136,74,2318.772,4,8,6
17454,6/4/2019,210,9,956.463,2,2,3
17456,4/19/2019,256,17,789.631,1,4,2
17457,12/20/2019,11,8,692.842,9,1,2
17460,10/26/2019,66,8,465.25,7,1,2
17463,11/26/2019,35,94,9798.61,8,9,9
17470,3/19/2019,287,11,870.566,1,2,3
17491,9/15/2019,107,13,221.646,5,3,1
17496,6/12/2019,202,10,239.466,2,2,1
17504,10/1/2019,91,27,2116.392,6,5,5
17507,12/20/2019,11,45,5126.784,9,7,8
17511,12/10/2019,21,213,16295.86,8,9,9
17515,10/26/2019,66,31,2589.42,7,6,6
17517,12/22/2019,9,11,824.281,9,2,3
17519,5/22/2019,223,19,1460.213,2,4,4
17524,5/17/2019,228,6,210.76,2,1,1
17525,6/6/2019,208,9,331.992,2,2,1
17526,5/23/2019,222,7,510.541,2,1,2
17530,4/22/2019,253,65,5093.722,1,8,8
17540,11/12/2019,49,8,314.5,7,1,1
17547,1/25/2019,340,2,145.759,0,0,0
17548,1/3/2019,362,7,533.083,0,1,2
17551,6/9/2019,205,43,2371.921,2,7,6
17552,1/31/2019,334,13,1072.159,0,3,3
17555,8/9/2019,144,49,3196.056,4,7,7
17560,12/12/2019,19,4,144.823,9,1,0
17567,1/26/2019,339,27,1180.165,0,5,4
17569,8/21/2019,132,29,1674.122,4,5,5
17572,1/9/2019,356,4,147.794,0,1,0
17576,9/19/2019,103,44,5755.09,5,7,8
17580,11/30/2019,31,44,4261.266,8,7,7
17581,8/31/2019,122,65,4729.305,5,8,8
17585,7/24/2019,160,28,3008.434,4,5,6
17591,11/3/2019,58,99,5106.177,7,9,8
17593,7/13/2019,171,26,740.085,3,5,2
17596,3/8/2019,298,60,3805.612,0,8,7
17602,9/25/2019,97,103,10620.85,6,9,9
17604,12/2/2019,29,27,3425.287,8,5,7
17609,9/7/2019,115,100,5789.944,5,9,8
17611,10/9/2019,83,193,15499.24,6,9,9
17616,3/19/2019,287,1,119,1,0,0
17618,5/11/2019,234,53,2270.83,2,7,6
17619,12/1/2019,30,77,5066.29,8,8,8
17621,11/29/2019,32,15,2279.946,8,3,6
17629,8/17/2019,136,12,1084.384,4,2,3
17633,6/12/2019,202,1,11.193,2,0,0
17634,7/28/2019,156,74,3696.778,4,8,7
17643,1/12/2019,353,8,564.597,0,1,2
17644,10/5/2019,87,1,12.231,6,0,0
17646,4/18/2019,257,9,902.503,1,2,3
17655,6/20/2019,194,11,219.76,3,2,1
17659,6/21/2019,193,17,1473.107,3,4,4
17671,4/18/2019,257,17,306.855,1,4,1
17672,12/18/2019,13,41,4463.189,9,7,8
17673,10/11/2019,81,44,7477.51,6,7,9
17674,3/4/2019,302,11,371.198,0,2,1
17675,12/4/2019,27,61,4367.334,8,8,7
17676,4/5/2019,270,15,927.604,1,3,3
17677,10/23/2019,69,44,2970.762,7,7,6
17682,3/13/2019,293,18,944.463,1,4,3
17685,12/27/2019,4,41,2998.469,9,7,6
17690,9/11/2019,111,76,6141.463,5,8,8
17691,6/21/2019,193,19,403.46,3,4,1
17692,6/8/2019,206,25,2578.101,2,5,6
17696,8/1/2019,152,8,896.362,4,1,3
17700,4/19/2019,256,3,35.271,1,0,0
17702,4/17/2019,258,5,547.65,1,1,2
17706,3/29/2019,277,28,2085.868,1,5,5
17707,8/4/2019,149,3,20.904,4,0,0
17708,9/20/2019,102,26,2606.939,5,5,6
17714,10/5/2019,87,10,479.791,6,2,2
17720,3/20/2019,286,1,48.99,1,0,0
17722,11/3/2019,58,80,5067.57,7,9,8
17730,10/23/2019,69,18,1040.605,7,4,3
17732,1/17/2019,348,18,1761.843,0,4,5
17735,10/30/2019,62,57,6444.813,7,8,8
17739,8/16/2019,137,12,574.75,4,2,2
17742,8/17/2019,136,13,1050.768,4,3,3
17744,9/30/2019,92,51,2233.881,6,7,5
17752,6/12/2019,202,1,158,2,0,1
17757,11/14/2019,47,123,7472.185,7,9,9
17760,1/13/2019,352,9,824.507,0,2,3
17769,10/6/2019,86,34,3758.963,6,6,7
17771,9/28/2019,94,22,1664.244,6,5,5
17786,11/2/2019,59,28,2021.762,7,5,5
17787,9/27/2019,95,79,6643.372,6,8,8
17790,6/25/2019,189,24,1786.262,3,5,5
17796,11/23/2019,38,78,9076.528,8,8,9
17799,10/14/2019,78,119,8765.537,6,9,9
17800,8/10/2019,143,12,468.134,4,2,2
17802,1/24/2019,341,12,613.688,0,2,2
17809,2/4/2019,330,15,726.366,0,3,2
17811,12/11/2019,20,121,12349.576,8,9,9
17812,3/18/2019,288,33,1090.914,1,6,3
17816,4/18/2019,257,10,1747.188,1,2,5
17819,5/8/2019,237,14,733.63,2,3,2
17820,6/12/2019,202,3,295.723,2,0,1
17827,4/26/2019,249,112,7109.8,2,9,9
17838,4/20/2019,255,43,3039.487,1,7,6
17841,12/14/2019,17,572,43095.711,9,9,9
17848,12/15/2019,16,13,159.607,9,3,1
17849,8/14/2019,139,8,1252.104,4,1,4
17850,1/26/2019,339,297,33521,0,9,9
17855,1/17/2019,348,17,1384.9,0,4,4
17857,6/20/2019,194,5,454.381,3,1,1
17858,10/10/2019,82,35,4118.414,6,6,7
17860,3/9/2019,297,58,2874.059,1,8,6
17861,10/13/2019,79,8,839.28,6,1,3
17862,9/27/2019,95,11,871.008,6,2,3
17863,12/11/2019,20,48,3722.922,8,7,7
17865,6/28/2019,186,42,4569.675,3,7,8
17869,3/19/2019,287,16,483.311,1,3,2
17870,3/27/2019,279,1,19.99,1,0,0
17873,1/12/2019,353,9,1007.723,0,2,3
17880,4/24/2019,251,26,1721.686,1,5,5
17884,12/5/2019,26,93,8044.246,8,9,9
17888,10/31/2019,61,18,790.788,7,4,2
17889,10/5/2019,87,12,1013.132,6,2,3
17890,10/2/2019,90,94,6922.951,6,9,8
17894,11/30/2019,31,115,9487.588,8,9,9
17897,3/26/2019,280,73,5136.1,1,8,8
17905,7/14/2019,170,28,1518.067,3,5,4
17908,1/4/2019,361,58,5201.218,0,8,8
17912,12/13/2019,18,40,1555.745,9,7,4
17913,6/30/2019,184,31,917.37,3,6,3
17917,5/7/2019,238,29,2608.502,2,5,6
17920,11/21/2019,40,105,10785.335,7,9,9
17924,7/7/2019,177,5,206.67,3,1,1
17925,1/17/2019,348,1,19.59,0,0,0
17929,12/21/2019,10,2,227.616,9,0,1
17937,5/18/2019,227,18,924.622,2,4,3
17949,7/26/2019,158,2,51.172,4,0,0
17950,4/19/2019,256,40,6240.953,1,7,8
17951,7/8/2019,176,10,824.439,3,2,3
17954,9/3/2019,119,84,5900.151,5,9,8
17961,12/13/2019,18,81,9429.4,9,9,9
17964,1/23/2019,342,35,4301.825,0,6,7
17965,11/19/2019,42,92,4366.936,7,9,7
17967,2/1/2019,333,48,4397.45,0,7,8
17968,1/6/2019,359,85,7247.676,0,9,9
17969,5/19/2019,226,7,99.198,2,1,0
17975,12/12/2019,19,89,12101.852,9,9,9
17976,1/24/2019,341,65,4942.63,0,8,8
17978,4/17/2019,258,12,483.793,1,2,2
17980,6/11/2019,203,15,569.66,2,3,2
17988,9/11/2019,111,13,1620.061,5,3,4
17990,7/12/2019,172,12,906.857,3,2,3
17999,4/7/2019,268,38,3684.263,1,6,7
18004,5/10/2019,235,40,2748.37,2,7,6
18008,10/22/2019,70,12,434.9,6,2,1
18011,1/16/2019,349,28,1582.747,0,5,4
18016,11/21/2019,40,40,2686.342,7,7,6
18017,12/13/2019,18,1,19.56,9,0,0
18032,8/11/2019,142,5,30.812,4,1,0
18037,10/4/2019,88,8,456.972,6,1,1
18041,12/13/2019,18,163,13503.853,9,9,9
18043,3/31/2019,275,66,4145.653,1,8,7
18044,5/25/2019,220,6,818.98,2,1,3
18050,6/9/2019,205,5,664.731,2,1,2
18055,12/5/2019,26,96,8000.888,8,9,9
18061,10/1/2019,91,11,1160.181,6,2,4
18062,7/26/2019,158,5,76.747,4,1,0
18065,6/20/2019,194,22,1627.684,3,5,5
18069,9/6/2019,116,77,4476.512,5,8,8
18071,4/12/2019,263,14,513.418,1,3,2
18074,1/2/2019,363,13,1787.251,0,3,5
18075,11/16/2019,45,36,2776.593,7,6,6
18077,10/19/2019,73,63,4659.922,6,8,8
18085,8/29/2019,124,29,2062.444,5,5,5
18092,8/29/2019,124,21,1510.109,5,4,4
18095,11/29/2019,32,21,1130.15,8,4,3
18097,7/16/2019,168,16,1373.155,3,3,4
18102,4/17/2019,258,18,1978.383,1,4,5
18106,8/31/2019,122,39,2537.812,5,6,6
18109,9/17/2019,105,72,3127.962,5,8,7
18113,3/8/2019,298,1,93.47,0,0,0
18116,7/16/2019,168,155,10165.347,3,9,9
18118,9/16/2019,106,250,17762.769,5,9,9
18119,3/21/2019,285,30,1574.77,1,6,4
18125,11/13/2019,48,83,9842.27,7,9,9
18136,10/14/2019,78,18,1528.202,6,4,4
18141,5/23/2019,222,1,30.38,2,0,0
18144,10/21/2019,71,10,555.988,6,2,2
18145,11/28/2019,33,42,3971.02,8,7,7
18156,2/17/2019,317,55,3001.028,0,8,6
18161,10/13/2019,79,15,745.364,6,3,2
18168,6/5/2019,209,44,3656.445,2,7,7
18171,8/13/2019,140,15,1217.66,4,3,4
18176,7/12/2019,172,33,2504.049,3,6,6
18178,12/19/2019,12,35,2804.237,9,6,6
18179,9/12/2019,110,35,1533.56,5,6,4
18190,9/18/2019,104,10,402.942,5,2,1
18193,4/6/2019,269,1,7.56,1,0,0
18198,12/11/2019,20,27,1873.142,8,5,5
18202,12/8/2019,23,23,4182.15,8,5,7
18212,9/14/2019,108,43,2484.281,5,7,6
18219,5/26/2019,219,24,950.406,2,5,3
18223,10/5/2019,87,60,3810.904,6,8,7
18225,4/19/2019,256,3,81.675,1,0,0
18226,8/23/2019,130,22,904.372,5,5,3
18229,8/30/2019,123,17,2369.682,5,4,6
18230,6/12/2019,202,2,118.293,2,0,0
18233,9/14/2019,108,1,69.65,5,0,0
18239,11/27/2019,34,52,5766.338,8,7,8
18245,11/28/2019,33,55,7403.358,8,8,9
18250,12/13/2019,18,21,1998.896,9,4,5
18256,7/5/2019,179,4,49.56,3,1,0
18259,4/5/2019,270,7,533.15,1,1,2
18260,10/5/2019,87,40,2132.738,6,7,5
18269,6/20/2019,194,8,97.997,3,1,0
18277,10/23/2019,69,1,298,7,0,1
18283,10/10/2019,82,102,6079.016,6,9,8
